"District","Year","Observed","Predicted"
30,2004,66.1,80.1667487684728
30,2005,119.7,80.0651231527092
30,2006,22.2,79.9634975369457
30,2007,73.9,79.8618719211822
30,2008,15.1,79.7602463054187
30,2009,121.7,79.6586206896552
30,2010,50.5,79.5569950738916
30,2011,25.8,79.4553694581281
30,2012,69.5,79.3537438423646
30,2013,211.5,79.2521182266011
30,2014,27.9,79.1504926108375
30,2015,12.5,79.048866995074
30,2016,31.3,78.9472413793105
30,2017,63.7,78.845615763547
30,2018,10.5,78.7439901477834
30,2019,156.8,78.6423645320199
30,2020,54.2,78.5407389162564
30,2021,138.3,78.4391133004929
30,2022,82.3,78.3374876847293
30,2023,125.7,78.2358620689658
