"Sl. No.","District","Year","Precipitation","Predicted"
21,"Malkanagiri",2006,93.9,123.8960591133
21,"Malkanagiri",2007,380.9,124.13645320197
21,"Malkanagiri",2008,23.7,124.37684729064
21,"Malkanagiri",2009,48.4,124.61724137931
21,"Malkanagiri",2010,130.2,124.85763546798
21,"Malkanagiri",2011,27.2,125.09802955665
21,"Malkanagiri",2012,102.6,125.33842364532
21,"Malkanagiri",2013,167.3,125.57881773399
21,"Malkanagiri",2014,203.3,125.81921182266
21,"Malkanagiri",2015,63.5,126.05960591133
21,"Malkanagiri",2016,120.4,126.3
21,"Malkanagiri",2017,177.9,126.54039408867
21,"Malkanagiri",2018,58.5,126.78078817734
21,"Malkanagiri",2019,173.5,127.02118226601
21,"Malkanagiri",2020,214.7,127.26157635468
21,"Malkanagiri",2021,171.4,127.50197044335
21,"Malkanagiri",2022,60.7,127.74236453202
21,"Malkanagiri",2023,52.3,127.98275862069
22,"Mayurbhanj",1995,299,166.903448275861
22,"Mayurbhanj",1996,60.4,165.736945812807
22,"Mayurbhanj",1997,81.7,164.570443349753
22,"Mayurbhanj",1998,181.4,163.403940886699
22,"Mayurbhanj",1999,290.5,162.237438423645
22,"Mayurbhanj",2000,36,161.07093596059
22,"Mayurbhanj",2001,187.3,159.904433497537
22,"Mayurbhanj",2002,74,158.737931034482
22,"Mayurbhanj",2003,329,157.571428571428
22,"Mayurbhanj",2004,155.2,156.404926108374
22,"Mayurbhanj",2005,301.9,155.23842364532
22,"Mayurbhanj",2006,47.2,154.071921182266
22,"Mayurbhanj",2007,75.3,152.905418719212
22,"Mayurbhanj",2008,23.8,151.738916256158
22,"Mayurbhanj",2009,194.5,150.572413793103
22,"Mayurbhanj",2010,93.3,149.40591133005
22,"Mayurbhanj",2011,17.9,148.239408866995
22,"Mayurbhanj",2012,77.7,147.072906403941
22,"Mayurbhanj",2013,574.8,145.906403940887
22,"Mayurbhanj",2014,87.8,144.739901477833
22,"Mayurbhanj",2015,15.1,143.573399014779
22,"Mayurbhanj",2016,97.5,142.406896551724
22,"Mayurbhanj",2017,223.9,141.240394088671
22,"Mayurbhanj",2018,154.1,140.073891625616
22,"Mayurbhanj",2019,197.9,138.907389162562
22,"Mayurbhanj",2020,133.1,137.740886699508
22,"Mayurbhanj",2021,132.8,136.574384236454
22,"Mayurbhanj",2022,119.3,135.4078817734
22,"Mayurbhanj",2023,104.2,134.241379310346
23,"Nawarangpur",1995,100.8,101.931034482759
23,"Nawarangpur",1996,35.1,101.287192118227
23,"Nawarangpur",1997,83.3,100.643349753695
23,"Nawarangpur",1998,217.5,99.9995073891628
23,"Nawarangpur",1999,81.7,99.3556650246308
23,"Nawarangpur",2000,3.7,98.7118226600987
23,"Nawarangpur",2001,57.4,98.0679802955667
23,"Nawarangpur",2002,30,97.4241379310347
23,"Nawarangpur",2003,184.2,96.7802955665027
23,"Nawarangpur",2004,149.6,96.1364532019707
23,"Nawarangpur",2005,108.4,95.4926108374386
23,"Nawarangpur",2006,69.4,94.8487684729066
23,"Nawarangpur",2007,83.9,94.2049261083746
23,"Nawarangpur",2008,26.4,93.5610837438426
23,"Nawarangpur",2009,100.4,92.9172413793106
23,"Nawarangpur",2010,282.3,92.2733990147785
23,"Nawarangpur",2011,0.7,91.6295566502465
23,"Nawarangpur",2012,109.5,90.9857142857145
23,"Nawarangpur",2013,263.7,90.3418719211825
23,"Nawarangpur",2014,98.9,89.6980295566505
23,"Nawarangpur",2015,13.2,89.0541871921184
23,"Nawarangpur",2016,124.5,88.4103448275864
23,"Nawarangpur",2017,93.5,87.7665024630544
23,"Nawarangpur",2018,5.2,87.1226600985224
23,"Nawarangpur",2019,95.1,86.4788177339904
23,"Nawarangpur",2020,111.3,85.8349753694583
23,"Nawarangpur",2021,82.1,85.1911330049263
23,"Nawarangpur",2022,65.4,84.5472906403943
23,"Nawarangpur",2023,17.4,83.9034482758623
24,"Nayagarh",1995,300.4,150.293103448274
24,"Nayagarh",1996,67.3,151.909113300491
24,"Nayagarh",1997,22,153.525123152708
24,"Nayagarh",1998,163.2,155.141133004925
24,"Nayagarh",1999,343.4,156.757142857142
24,"Nayagarh",2000,11.8,158.373152709359
24,"Nayagarh",2001,170.5,159.989162561576
24,"Nayagarh",2002,43.7,161.605172413792
24,"Nayagarh",2003,346.7,163.221182266009
24,"Nayagarh",2004,199.1,164.837192118226
24,"Nayagarh",2005,225.6,166.453201970443
24,"Nayagarh",2006,18.5,168.06921182266
24,"Nayagarh",2007,57.4,169.685221674877
24,"Nayagarh",2008,2.2,171.301231527093
24,"Nayagarh",2009,182.7,172.91724137931
24,"Nayagarh",2010,221.3,174.533251231527
24,"Nayagarh",2011,15,176.149261083744
24,"Nayagarh",2012,241,177.765270935961
24,"Nayagarh",2013,739.4,179.381280788178
24,"Nayagarh",2014,162.8,180.997290640395
24,"Nayagarh",2015,42.7,182.613300492611
24,"Nayagarh",2016,88.6,184.229310344828
24,"Nayagarh",2017,231.2,185.845320197045
24,"Nayagarh",2018,234.5,187.461330049262
24,"Nayagarh",2019,254.5,189.077339901479
24,"Nayagarh",2020,201.7,190.693349753696
24,"Nayagarh",2021,187.2,192.309359605913
24,"Nayagarh",2022,174.4,193.925369458129
24,"Nayagarh",2023,65.8,195.541379310346
25,"Nuapada",1995,115.3,66.7841379310344
25,"Nuapada",1996,23.5,66.0712315270935
25,"Nuapada",1997,49.9,65.3583251231528
25,"Nuapada",1998,145.9,64.6454187192119
25,"Nuapada",1999,55.4,63.932512315271
25,"Nuapada",2000,1.6,63.2196059113301
25,"Nuapada",2001,22.5,62.5066995073892
25,"Nuapada",2002,12.6,61.7937931034485
25,"Nuapada",2003,169.8,61.0808866995076
25,"Nuapada",2004,70.4,60.3679802955667
25,"Nuapada",2005,51.5,59.6550738916258
25,"Nuapada",2006,15.2,58.9421674876849
25,"Nuapada",2007,22.9,58.2292610837439
25,"Nuapada",2008,14.9,57.5163546798033
25,"Nuapada",2009,91.3,56.8034482758624
25,"Nuapada",2010,82.7,56.0905418719215
25,"Nuapada",2011,0,55.3776354679806
25,"Nuapada",2012,80.7,54.6647290640396
25,"Nuapada",2013,151.3,53.951822660099
25,"Nuapada",2014,59.9,53.2389162561581
25,"Nuapada",2015,2,52.5260098522172
25,"Nuapada",2016,63.9,51.8131034482763
25,"Nuapada",2017,114.6,51.1001970443353
25,"Nuapada",2018,0,50.3872906403944
25,"Nuapada",2019,69.3,49.6743842364538
25,"Nuapada",2020,84.2,48.9614778325129
25,"Nuapada",2021,25.7,48.2485714285719
25,"Nuapada",2022,41.5,47.535665024631
25,"Nuapada",2023,8.8,46.8227586206901
26,"Puri",1995,497.8,272.38344827586
26,"Puri",1996,90.7,270.134137931033
26,"Puri",1997,32.2,267.884827586206
26,"Puri",1998,416.8,265.635517241378
26,"Puri",1999,614.8,263.386206896551
26,"Puri",2000,93.6,261.136896551723
26,"Puri",2001,199.3,258.887586206895
26,"Puri",2002,110.2,256.638275862068
26,"Puri",2003,462.4,254.388965517241
26,"Puri",2004,214.9,252.139655172414
26,"Puri",2005,386.2,249.890344827586
26,"Puri",2006,104.3,247.641034482758
26,"Puri",2007,94.8,245.391724137931
26,"Puri",2008,74.5,243.142413793104
26,"Puri",2009,192.2,240.893103448276
26,"Puri",2010,406.9,238.643793103449
26,"Puri",2011,4,236.394482758621
26,"Puri",2012,296.2,234.145172413793
26,"Puri",2013,653.9,231.895862068966
26,"Puri",2014,88.5,229.646551724139
26,"Puri",2015,68.2,227.397241379311
26,"Puri",2016,116.9,225.147931034484
26,"Puri",2017,410.5,222.898620689656
26,"Puri",2018,234.2,220.649310344828
26,"Puri",2019,362.3,218.400000000001
26,"Puri",2020,298.4,216.150689655174
26,"Puri",2021,126,213.901379310347
26,"Puri",2022,210.8,211.652068965519
26,"Puri",2023,124.4,209.402758620691
27,"Rayagada",1995,510.1,153.575172413791
27,"Rayagada",1996,54.8,152.470049261081
27,"Rayagada",1997,36.6,151.364926108372
27,"Rayagada",1998,171.5,150.259802955663
27,"Rayagada",1999,90.8,149.154679802954
27,"Rayagada",2000,16.1,148.049556650245
27,"Rayagada",2001,95.1,146.944433497536
27,"Rayagada",2002,106.3,145.839310344827
27,"Rayagada",2003,245,144.734187192117
27,"Rayagada",2004,172.9,143.629064039408
27,"Rayagada",2005,246.5,142.523940886699
27,"Rayagada",2006,35.9,141.41881773399
27,"Rayagada",2007,53,140.313694581281
27,"Rayagada",2008,27,139.208571428572
27,"Rayagada",2009,141.9,138.103448275862
27,"Rayagada",2010,222.8,136.998325123153
27,"Rayagada",2011,14.5,135.893201970444
27,"Rayagada",2012,201.9,134.788078817735
27,"Rayagada",2013,269.2,133.682955665026
27,"Rayagada",2014,148.2,132.577832512316
27,"Rayagada",2015,39,131.472709359608
27,"Rayagada",2016,88.5,130.367586206898
27,"Rayagada",2017,204.8,129.262463054189
27,"Rayagada",2018,120.9,128.15733990148
27,"Rayagada",2019,223.7,127.052216748771
27,"Rayagada",2020,208.1,125.947093596062
27,"Rayagada",2021,119.6,124.841970443352
27,"Rayagada",2022,125.7,123.736847290643
27,"Rayagada",2023,14.6,122.631724137934
28,"Sambalpur",1995,172.3,56.1062068965502
28,"Sambalpur",1996,13.1,57.5104433497527
28,"Sambalpur",1997,13.9,58.9146798029547
28,"Sambalpur",1998,83.7,60.3189162561566
28,"Sambalpur",1999,39.4,61.7231527093586
28,"Sambalpur",2000,0.9,63.1273891625606
28,"Sambalpur",2001,27.1,64.5316256157626
28,"Sambalpur",2002,15.5,65.935862068965
28,"Sambalpur",2003,178.3,67.340098522167
28,"Sambalpur",2004,69.3,68.7443349753689
28,"Sambalpur",2005,167.5,70.1485714285709
28,"Sambalpur",2006,58.2,71.5528078817729
28,"Sambalpur",2007,52.8,72.9570443349749
28,"Sambalpur",2008,16.4,74.3612807881773
28,"Sambalpur",2009,76.8,75.7655172413793
28,"Sambalpur",2010,52.9,77.1697536945812
28,"Sambalpur",2011,16.7,78.5739901477832
28,"Sambalpur",2012,138.3,79.9782266009852
28,"Sambalpur",2013,247.3,81.3824630541872
28,"Sambalpur",2014,49,82.7866995073896
28,"Sambalpur",2015,10.4,84.1909359605916
28,"Sambalpur",2016,50.5,85.5951724137935
28,"Sambalpur",2017,70.3,86.9994088669955
28,"Sambalpur",2018,14.9,88.4036453201975
28,"Sambalpur",2019,116.9,89.8078817733995
28,"Sambalpur",2020,128.4,91.2121182266014
28,"Sambalpur",2021,70,92.6163546798039
28,"Sambalpur",2022,87.9,94.0205911330058
28,"Sambalpur",2023,158.5,95.4248275862078
29,"Subarnapur",1995,133.1,58.377931034482
29,"Subarnapur",1996,23.1,58.8312315270929
29,"Subarnapur",1997,41.8,59.2845320197038
29,"Subarnapur",1998,127.1,59.7378325123146
29,"Subarnapur",1999,67,60.1911330049255
29,"Subarnapur",2000,0,60.6444334975364
29,"Subarnapur",2001,22.9,61.0977339901473
29,"Subarnapur",2002,9.7,61.5510344827583
29,"Subarnapur",2003,105.3,62.0043349753691
29,"Subarnapur",2004,107.7,62.45763546798
29,"Subarnapur",2005,101.3,62.9109359605909
29,"Subarnapur",2006,24.8,63.3642364532018
29,"Subarnapur",2007,22.5,63.8175369458127
29,"Subarnapur",2008,4.3,64.2708374384235
29,"Subarnapur",2009,64.3,64.7241379310344
29,"Subarnapur",2010,63.1,65.1774384236453
29,"Subarnapur",2011,2.8,65.6307389162562
29,"Subarnapur",2012,117,66.0840394088671
29,"Subarnapur",2013,219,66.5373399014779
29,"Subarnapur",2014,26.5,66.9906403940888
29,"Subarnapur",2015,0.8,67.4439408866997
29,"Subarnapur",2016,60.5,67.8972413793106
29,"Subarnapur",2017,130.7,68.3505418719215
29,"Subarnapur",2018,49.3,68.8038423645323
29,"Subarnapur",2019,53,69.2571428571432
29,"Subarnapur",2020,103.6,69.7104433497541
29,"Subarnapur",2021,53.9,70.1637438423651
29,"Subarnapur",2022,44.9,70.617044334976
29,"Subarnapur",2023,97,71.0703448275868
30,"Sundargarh",1995,118.4,81.0813793103445
30,"Sundargarh",1996,27.2,80.979753694581
30,"Sundargarh",1997,55.7,80.8781280788174
30,"Sundargarh",1998,197.9,80.7765024630539
30,"Sundargarh",1999,90.7,80.6748768472904
30,"Sundargarh",2000,11.6,80.5732512315269
30,"Sundargarh",2001,64.2,80.4716256157633
30,"Sundargarh",2002,42.6,80.3699999999998
30,"Sundargarh",2003,222.6,80.2683743842363
30,"Sundargarh",2004,66.1,80.1667487684728
30,"Sundargarh",2005,119.7,80.0651231527092
30,"Sundargarh",2006,22.2,79.9634975369457
30,"Sundargarh",2007,73.9,79.8618719211822
30,"Sundargarh",2008,15.1,79.7602463054187
30,"Sundargarh",2009,121.7,79.6586206896552
30,"Sundargarh",2010,50.5,79.5569950738916
30,"Sundargarh",2011,25.8,79.4553694581281
30,"Sundargarh",2012,69.5,79.3537438423646
30,"Sundargarh",2013,211.5,79.2521182266011
30,"Sundargarh",2014,27.9,79.1504926108375
30,"Sundargarh",2015,12.5,79.048866995074
30,"Sundargarh",2016,31.3,78.9472413793105
30,"Sundargarh",2017,63.7,78.845615763547
30,"Sundargarh",2018,10.5,78.7439901477834
30,"Sundargarh",2019,156.8,78.6423645320199
30,"Sundargarh",2020,54.2,78.5407389162564
30,"Sundargarh",2021,138.3,78.4391133004929
30,"Sundargarh",2022,82.3,78.3374876847293
30,"Sundargarh",2023,125.7,78.2358620689658
